Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Dividend yield,From 52w high,Down from 52w high,Up from 52w low,Return over 1year
Standard Battery,504180,,Trading,104.95,54.27,0,0.7,30.24,315.64,273.91
Auto Pins (I),531994,,Auto Ancillaries,212.95,121.53,0,0.99,0.93,257.72,275.57
SJVN,533206,SJVN,Power Generation And Supply,139.45,54800.99,1.31,0.82,18.21,291.71,276.09
Krishna Defence,,KRISHNADEF,Diversified - Medium / Small,676.85,927.62,0,0.87,12.56,296.17,276.29
SPML Infra,500402,SPMLINFRA,Construction,134.7,659.74,0,0.88,12.25,314.08,277.16
Bridge Securitie,530249,,Miscellaneous,24.67,8.28,0,0.86,13.74,361.12,281.48
Master Trust,511768,,Finance & Investments,715.35,1556.13,0,0.87,13.4,273.55,281.6
Titagarh Rail,532966,TITAGARH,Engineering,1415.5,19063.06,0.04,0.98,2.4,298.73,282.19
Remsons Ind,530919,REMSONSIND,Auto Ancillaries,890,596.81,0.17,0.81,19.45,306.02,282.22
Mipco Seaml Ring,505797,,Computers - Software - Medium / Small,33.25,11.92,0,0.72,28.26,332.38,282.62
Swastika Investm,530585,,Finance & Investments,697.85,206.55,0.3,0.83,16.85,332.64,287.19
IMEC Services,513295,,Miscellaneous,6.98,1.33,0,1,0,158.52,287.78
Anna Infrastruct,530799,,Construction,29.45,11.19,0,0.69,30.72,284.97,288.47
GMR Urban,543490,GMRP&UI,Engineering - Turnkey Services,65.87,3975.8,0,0.89,11.11,298.01,288.5
Madhusudan Sec.,511000,,Finance & Investments,41.6,36.17,0,0.97,3.26,445.93,288.68
REC Ltd,532955,RECLTD,Finance - Term-Lending Institutions,537.65,141575.34,2.32,0.91,9.09,281.04,289.58
Garg Furnace,530615,,Steel - Medium / Small,274.4,110.03,0,0.7,30.1,263.88,289.86
Sea TV Network,533268,,Entertainment / Electronic Media Software,8.83,10.61,0,0.73,26.96,324.52,291.67
Visco Trade,540097,,Finance & Investments,289.1,138.86,0.35,0.82,18.31,301.53,291.77
Nitco,532722,NITCO,Trading,70.1,503.74,0,0.85,14.71,316.02,292.48
Franklin Indust.,540190,,Trading,7.79,112.64,0,0.66,33.98,352.91,293.07
Chandni Machines,542627,,Trading,45.91,14.81,0,0.69,30.74,359.1,293.17
Techindia Nirman,526576,TECHIN,Construction,33.2,47.58,0,0.72,27.87,306.36,293.57
Viviana Power,,VIVIANA,Transmisson Line Towers / Equipment,653,389.85,0,0.88,12.47,442.81,296.32
Piccadily Sugar,507498,,Breweries & Distilleries,66.37,154.31,0,0.72,28.24,312.24,298.71
Dhoot Indl.Fin,526971,,Trading,282.45,178.43,0,0.93,7.39,315.37,299.57
Mini Diamonds(I),523373,,Diamond Cutting / Jewellery,74.24,26.5,0,0.96,3.95,336.71,301.86
Mazagon Dock,543237,MAZDOCK,Miscellaneous,3183.1,64200.05,0.48,0.92,8.48,290.56,304.13
Shalibhadra Fin.,511754,,Finance & Investments,617.5,432.26,0.15,0.94,5.85,395.98,306.43
Waa Solar,541445,,Power Generation And Supply,190.45,252.64,0,0.73,27.25,309.57,306.49
Suzlon Energy,532667,SUZLON,Electric Equipment,47.61,64243.28,0,0.94,6.13,338.8,307.17
Bharat Parenter.,541096,,Pharmaceuticals - Indian - Formulations,1379.95,796.87,0.05,0.76,24.37,303.38,308.21
GVK Power Infra.,532708,GVKPIL,Engineering - Turnkey Services,10.57,1669.23,0,0.62,37.82,347.88,310.2
HPL Electric,540136,HPL,Electric Equipment,390.65,2511.93,0.26,0.89,10.95,313.39,311.25
Systematix Corp.,526506,,Finance & Investments,830.85,1078.48,0,0.86,14.24,306.28,315.57
Suncity Synth.,530795,,Textiles - Processing,25.67,12.7,0,1,0,389.89,316.03
Inox Wind,539083,INOXWIND,Electric Equipment,148.85,19406.97,0,0.84,15.9,351.06,316.26
JITF Infra Logis,540311,JITFINFRA,Miscellaneous,890.1,2287.88,0,0.9,10.09,295.6,317.98
Thirdwave Fin.,531652,,Trading,124.25,27.46,0,0.92,7.62,310.34,318.59
Eco Recyc.,530643,,Miscellaneous,492.05,949.49,0,0.73,27.09,397.02,321.07
GPT Infraproject,533761,GPTINFRA,Construction,230,1337.96,1.32,0.87,13.21,325.53,321.33
PNGS Gargi FJ,543709,,Trading,490,471.76,0,0.7,30.05,331.53,322.28
Cont. Controls,531460,,Electric Equipment,15.75,9.68,0,0.85,14.68,344.92,323.39
DMR Hydroengg.,543410,,Miscellaneous,155.1,58.84,0.07,0.73,26.6,354.84,324.91
Sika Interplant,523606,,Engineering,2570,1089.67,0.16,0.91,8.87,350.88,325.99
ACI Infocom,517356,,Computers - Software - Medium / Small,3.67,40.55,0,1,0,376.62,326.83
Guj. State Fin.,532160,,Finance - Term-Lending Institutions,26.69,237.81,0,0.67,33.21,352.37,327.94
Associated Cera.,531168,,Refractories / Intermediates,283,85.04,0,0.2,79.9,301.42,330.01
F Mec Intl. Fin.,539552,,Finance & Investments,104.89,93.27,0,0.88,11.75,337.04,330.21
Telogica,532975,,Trading,24.05,57.47,0,0.89,11.42,322.67,330.53
Shine Fashions,543244,,Trading,199,55.68,0,0.81,19.01,353.82,330.77
Inox Wind Energy,543297,IWEL,Power Generation And Supply,7200,8674.28,0,0.89,10.55,376.82,333.96
RIR Power Electr,517035,,Electronics - Components,1705,1186.67,0.09,0.74,26.19,351.06,336.42
Kiduja India,507946,,Finance & Investments,253.35,50.67,0,0.85,14.64,359.72,336.81
Wonder Electric.,543449,WEL,Electric Equipment,966.85,1295.62,0.1,0.74,25.57,366.74,338.19
Prec. Electronic,517258,,Telecommunications - Equipment,147.55,204.36,0,0.81,18.55,361.09,339.31
Brady & Morris,505690,,Engineering,1266.55,284.97,0,0.88,12.03,355.59,339.74
D.P. Abhushan,544161,DPABHUSHAN,Trading,1237,2752.91,0.08,0.8,19.88,458.34,341.08
Promact Impex,526494,,Miscellaneous,13.59,8.85,0,0.72,27.56,330.06,341.39
Shricon Indus.,508961,,Construction,139,17.24,0,0.97,2.9,331.01,341.44
Puravankara,532891,PURVA,Construction,405.6,9618.37,1.54,0.88,12.28,382.11,344.67
Jupiter Wagons,533272,JWL,Engineering,602.2,24828.27,0.09,0.99,1.5,381.76,347.08
Jeena Sikho,,JSLL,Pharmaceuticals - Indian - Formulations,1086.4,2700.82,0.1,0.89,11.44,363.4,347.55
BSE,,BSE,Miscellaneous,2693.85,36468.35,0.47,0.83,17.49,388.5,347.66
H U D C O,540530,HUDCO,Finance - Housing,273.85,54821.99,1.4,0.99,1.48,381.28,348.93
Waaree Tech.,539337,,Auto Ancillaries,1542.9,1661.46,0,0.7,30.17,380.06,350.16
Tejassvi Aaharam,531628,,Textiles - Cotton/Blended,60,42,0,0.67,32.95,476.37,350.46
Shakti Pumps,531431,SHAKTIPUMP,Pumps,2489.75,4988.26,0.08,0.84,16.02,359.87,350.88
Bedmutha Indus.,533270,BEDMUTHA,Steel - Medium / Small,258.8,834.99,0,0.8,19.88,416.46,351.14
GKW,,GKWLIMITED,Finance & Investments,2371.9,1416.02,0,0.86,14.31,344.93,351.8
Prithvi Exchange,531688,,Finance & Investments,255,210.36,0.78,0.88,11.84,347.37,354.4
NIBE,535136,,Engineering,1690.1,2219.5,0.01,0.95,4.52,433.15,355.06
Yaan Enterprises,538521,,Construction,95.9,29.73,0,1,0,389.29,357.52
Sharda Ispat,513548,,Steel - Medium / Small,326.95,166.09,0,0.9,9.77,403,358.27
Supreme Infra.,532904,SUPREMEINF,Engineering - Turnkey Services,104.74,269.17,0,0.9,10.09,415.96,359.21
Force Motors,500033,FORCEMOT,Automobiles - LCVs / HCVs,8780,11572,0.12,0.85,14.57,378.2,360.82
Vasudhagama Ent.,539291,,Trading,31.7,54.46,0,1,0.19,413.78,361.33
Indo Tech.Trans.,532717,INDOTECH,Electric Equipment,1707.35,1813.2,0,0.85,14.92,407.38,361.5
HBL Power System,517271,HBLPOWER,Auto Ancillaries,497.35,13786.31,0.09,0.81,18.73,361.58,363.05
Felix Industries,,FELIX,Engineering,435.9,542.39,0,0.99,0.92,487.07,366.94
Vintron Info.,517393,,Trading,29.3,229.59,0,0.8,20.21,669.03,369.06
Tara Chand Infra,,TARACHAND,Diversified - Medium / Small,407.3,576.11,0,0.87,12.97,412.65,370
Rajnish Retail,530525,,Trading,88.2,270.42,0,0.9,9.82,427.83,370.66
Frontier Capital,508980,,Finance & Investments,19.49,32.67,0,0.48,51.97,526.69,373.06
Indergiri Fin.,531505,,Finance & Investments,51.93,26.27,0,0.47,52.65,369.11,373.84
Mahan Industries,531515,,Finance & Investments,2.25,8.1,0,0.69,30.56,350,377.08
Advait Infratech,543230,,Construction,1452.75,1481.82,0,0.83,16.75,431.66,381.04
Simplex Castings,513472,,Castings & Forgings,193.25,118.49,0,0.97,3.13,388.62,381.06
Jhaveri Credits,531550,,Finance & Investments,360.15,323.63,0,0.68,31.7,478.28,382.41
Fischer Chemic,524743,,Trading,573,3065.55,0,0.82,18.42,757.78,386.88
Anand Rathi Wea.,543415,ANANDRATHI,Finance & Investments,4194.95,17546.74,0.29,0.99,1.3,396.39,386.97
Macpower CNC,,MACPOWER,Engineering,1433.95,1434.54,0.11,0.94,6.16,591.39,389.27
Gallantt Ispat L,532726,GALLANTT,Steel - Medium / Small,269.5,6502.5,0,0.82,18.09,411.87,392.7
Eastern Logica,543746,,Trading,209,357.47,0,0.67,33.44,433.57,397.96
Veekayem Fash.,,VEEKAYEM,Textiles - Products,217,127.49,0,0.77,22.78,398.85,403.97
Foundry Fuel,513579,,Miscellaneous,13.72,11,0,0.94,5.9,488.84,404.12
Ganesh Holdings,504397,,Finance & Investments,195.65,7.92,0,1,0,509.5,404.87
Swaraj Suiting,,SWARAJ,Textiles - Spinning - Synthetic / Blended,190.5,290.91,0,0.77,23.19,406.65,405.13
IFCI,500106,IFCI,Finance - Term-Lending Institutions,58.17,15203.18,0,0.81,18.98,421.24,408.37
Money Masters,535910,,Finance & Investments,144,144.52,0,0.76,24.19,459.44,409.23
Tijaria Polypipe,533629,TIJARIA,Plastics Products,26.92,77.06,0,0.92,7.71,449.39,409.71
Markobenz Ventur,514060,,Textiles - Processing,35.03,67.26,0,0.48,51.85,489.73,413.51
Suraj Products,518075,,Steel - Medium / Small,840,957.6,0.18,0.88,11.67,456.29,414.61
V2 Retail,532867,V2RETAIL,Textiles - Products,538,1855.67,0,0.98,2.18,434.79,418.36
Thomas Scott,533941,THOMASCOTT,Textiles - Products,252.9,247.72,0,0.7,29.79,467.55,428.91
RattanIndia Pow.,533122,RTNPOWER,Power Generation And Supply,19.18,10299.89,0,0.99,1.34,481.21,428.99
Delton Cables,504240,,Cables - Power,398.85,344.61,0,0.81,19.09,470.6,429.09
Sanchay Finvest,511563,,Finance & Investments,35.7,11.25,0,0.5,49.55,407.82,432.84
KPI Green Energy,542323,KPIGREEN,Construction,1820.55,10974.8,0.06,0.86,13.69,450.96,434.82
Kaycee Inds.,504084,,Electric Equipment,44721.7,281.74,0.14,1,0.12,453.97,437.25
Aerpace Indus,534733,,Trading,20.89,285.51,0,1,0.24,725.69,437.8
Shilchar Tech.,531201,,Electric Equipment,5041.75,3845.29,0.1,0.74,25.52,488.99,442.47
Tinna Rubber,530475,,Miscellaneous,1294.75,2217.84,0.22,0.92,7.52,433.37,444.27
Suratwwala Busi.,543218,SBGLP,Construction,115.7,2006.42,0,0.86,13.66,508.63,444.95
I R F C,543257,IRFC,Finance - Term-Lending Institutions,177.8,232358.01,0.84,0.92,7.78,460,449.3
Newtime Infra.,531959,,Construction,18.75,984.09,0,0.86,14.34,520.86,460.63
Tahmar Enterp.,516032,,Trading,11.61,110.05,0,1,0,471.92,461.08
Trishakti Indus,531279,,Finance & Investments,55,81.69,0,0.78,21.81,815.14,465.24
Kay Power &Paper,530255,,Paper,40.5,43.08,0,0.83,16.55,686.41,469.33
Vuenow Infratech,531997,,Plastics Products,26.59,47.33,2.82,1,0,485.68,474.23
AB Cotspin,,ABCOTS,Textiles - Cotton/Blended,273.45,281.43,0,0.71,29.16,583.63,478.78
Integ. Industrie,531889,,Trading,285,545.98,0,0.78,22,486.42,485.22
R S Software (I),517447,RSSOFTWARE,Computers - Software - Medium / Small,198,509.01,0,0.66,33.69,497.29,486.07
Panorama Studios,539469,,Entertainment / Electronic Media Software,890,1187.87,0,0.81,18.65,513.58,498.48
Prem. Explosives,526247,PREMEXPLN,Chemicals,2520,2709.6,0.07,0.9,9.65,508.55,499.87
Network People,,NPST,Computers - Software - Medium / Small,1338.8,2595.38,0,0.8,19.77,522.7,501.23
Tulive Developer,505285,,Construction,1111,239.36,0,1,0,547.81,505.56
Oriental Rail,531859,,Miscellaneous,245.1,1506.36,0,0.79,21.25,543.31,512.34
Sizemasters Tech,513496,,Auto Ancillaries,185.5,185.5,0,0.92,7.57,483.88,512.36
Shraddha Prime,531771,,Construction,124.95,252.43,0,0.62,38.05,507.73,512.6
Swadeshi Polytex,503816,,Construction,212.9,830.31,0,0.52,48.49,508.29,516.68
K.P. Energy,539686,,Engineering - Turnkey Services,415.45,2770.61,0.04,0.81,19.16,535.54,519.06
Gokak Textiles,532957,,Textiles - Cotton/Blended,159.15,103.45,0,0.64,36.35,574.08,525.51
Raasi Refractor,502271,,Refractories / Intermediates,42.56,20.05,0,0.78,22.25,525.88,525.88
Zodiac Energy,543416,ZODIAC,Engineering - Turnkey Services,651.4,953.22,0,0.94,6.27,536.44,537.52
Crown Lifters,,CROWN,Miscellaneous,235.95,245.62,0.17,0.9,9.82,543.79,537.7
SG Mart,512329,,Trading,439,4896.59,0,0.69,31.25,533.84,544.7
Websol Energy,517498,WEBELSOLAR,Electric Equipment,556.7,2349.64,0,0.74,25.65,577.25,545.44
Royal India Corp,512047,,Trading,25.39,58.6,0,1,0,936.33,548.44
Scan Projects,531797,,Trading,49.85,14.31,0,0.89,10.76,562.9,562.2
Arigato Universe,530267,,Engineering,91.26,55.67,0,0.92,8.1,701.93,565.14
Last Mile Enter.,526961,,Construction,909.8,1539.27,0.03,0.93,7.16,569.22,566.54
SRM Energy Ltd,523222,,Power Generation And Supply,19.32,17.51,0,0.49,51.14,,570.96
Espire Hospi,532016,,Hotels,107.1,144.58,0,0.42,57.83,548.7,580.86
GE T&D India,522275,GET&D,Electric Equipment,1361.25,34854.81,0,0.92,8.46,670.37,618.03
Rajoo Engineers,522257,,Engineering,275.35,1694.3,0.13,0.99,0.85,664.86,620.91
Cupid,530843,CUPID,Miscellaneous,92.9,2494.1,0.25,0.66,34.42,673.52,631.52
RBM Infracon,,RBMINFRA,Construction,488.55,412.38,0,0.66,34.33,867.43,633.91
Harshil Agrotech,505336,,Trading,16.48,17.8,0,1,0,613.42,634.55
TIL,505196,TIL,Engineering,254,1691.69,0,0.94,5.8,794.68,635.21
HB Leasing &Fin.,508956,,Finance & Investments,26.48,29.29,0,1,0.04,714.77,636.54
Unitech,507878,UNITECH,Construction,9.89,2587.54,0,0.5,50.25,660.77,637.04
Sudal Industries,506003,,Aluminium and Aluminium Products,39.49,29.1,0,0.62,37.58,797.5,641.76
E2E Networks,,E2E,Computers - Software - Medium / Small,1304.9,1888.86,0,1,0,705.49,648.22
KCK Industries,,KCK,Food - Processing - Indian,172,94.6,0,0.89,10.83,757.86,654.38
Electrotherm(I),526608,ELECTHERM,Steel - Medium / Small,743.25,947.11,0,0.87,12.56,852.88,654.81
Empower India,504351,,Trading,2.27,264.19,0,0.59,41.19,656.67,668.97
Cochin Shipyard,540678,COCHINSHIP,Miscellaneous,1947.65,51238.93,0.43,0.93,7.25,688.52,684.74
Alacrity Sec.,535916,,Finance & Investments,89.99,189.69,0,0.84,16.13,718.09,688.71
T R I L,532928,TRIL,Electric Equipment,699.65,9974.5,0.03,0.91,9.03,820.59,695.58
Shekhawati Poly.,533301,SPYL,Textiles - Processing,3.83,132.02,0,1,0,857.5,700
Indian Bright St,504731,,Steel - Medium / Small,181.3,437.39,0,0.85,14.78,907.22,704.13
Omega Interactiv,511644,,Computers - Software - Medium / Small,338.1,16.91,0,0.86,13.97,651,704.57
Veritas (India),512229,,Trading,1361.15,3649.24,0,0.86,14.29,719.48,710.09
Kisan Mouldings,530145,,Plastics Products,64.56,771.23,0,0.69,30.93,721.37,714.89
Richfield Fin,539435,,Finance & Investments,76.36,28.64,1.05,1,0,696.25,718.25
MKP Mobility,521244,,Trading,233.45,79.63,0,0.89,10.62,705,721.38
Gayatri Rubbers,,GRCL,Miscellaneous,343.75,197.24,0,0.88,11.63,941.67,727.03
Datasoft Applica,526443,,Computers - Software - Medium / Small,41.7,4.72,0,1,0,714.45,737.91
Cadsys (India),,CADSYS,Computers - Software - Medium / Small,348.25,261.27,0,0.68,31.85,667.92,748.5
Intellivate Capi,506134,,Hotels,42,563.96,0,0.74,26.19,750.2,771.34
Aayush Food&Herb,539528,,Trading,253,82.11,0,0.89,11.34,1098.48,786.11
Hiliks Technolog,539697,,Computers - Software - Medium / Small,56.1,33.66,0,1,0,772.47,797.23
S & S Power Swit,517273,S&SPOWER,Electric Equipment,230.05,142.64,0,0.67,33.25,805.35,800.74
Dhruva Cap.Serv.,531237,,Finance & Investments,412.6,167.59,0,0.85,14.96,1157.54,830.7
Innovative Ideal,541983,,Trading,27.2,30.96,0,0.67,32.69,996.77,833.33
Manbro Indust.,512595,,Trading,849.45,42.57,0,1,0.01,890.38,843.34
Marsons,517467,,Electric Equipment,68.81,963.34,0,0.94,5.71,1290.1,844.96
Dynamic Services,,DYNAMIC,Miscellaneous,224.05,307.98,0,0.7,29.53,837.45,846.99
Blue Chip India,531936,BLUECHIP,Finance & Investments,3.38,18.69,0,0.9,9.87,745,885.71
Miven Mach. Tool,522036,,Engineering,111.1,33.36,0,0.9,9.53,1035.99,894.3
Ace Soft. Exp.,531525,,Computers - Software - Medium / Small,209.1,133.82,0,1,0,1101.72,900.48
Kuber Udyog,539408,,Finance & Investments,11.19,3.84,0,0.89,10.84,864.66,927.93
Worth Investment,538451,,Finance & Investments,338,501.21,0,0.85,14.86,967.93,935.85
Tinna Trade,541741,,Trading,253.25,216.9,0,1,0,1048.01,944.15
Constronics,523844,,Trading,65.45,47.19,0,0.92,7.71,1058.41,951.65
Vasu Bhagnani,532011,,Entertainment / Electronic Media Software,266.8,933.89,0,1,0,1091.6,978.07
Jai Balaji Inds.,532976,JAIBALAJI,Steel - Large,860,14074.6,0,0.65,34.55,1086.21,983.05
Capfin India,539198,,Finance & Investments,163.95,46.96,0,0.24,75.85,947.6,1021.73
Rudra Ecovation,514010,,Textiles - Cotton/Blended,54.8,472.65,0,0.93,7.48,1061.02,1026.46
Alphalogic Tech.,542770,,Computers - Software - Medium / Small,310.8,1456.25,0,0.78,22.41,973.58,1052.75
Giriraj Civil,,GIRIRAJ,Construction,453,1083.6,0,0.45,54.78,956.19,1067.07
Hind.Appliances,531918,,Trading,56.6,56.75,0,1,0,1048.07,1104.26
Technvision Ven.,501421,,Computers - Software - Medium / Small,2604.4,1635.56,0,1,0,1497.79,1155.13
Laxmi Goldorna,,LGHL,Trading,341,711.73,0,0.86,14.03,1057.89,1179.68
Fundviser Capit.,530197,,Finance & Investments,135,61.62,0,0.92,7.5,1362.62,1213.81
Waaree Renewab.,534618,,Engineering - Turnkey Services,2393,24922.98,0.01,0.79,21.22,1358.97,1266.23
KKRRAFTON Develo,521238,,Computers - Hardware,225.9,2208.39,0,1,0,1445.14,1311.73
Piccadily Agro,530305,,Breweries & Distilleries,774.6,7307.58,0.03,0.86,14.22,1418.82,1401.83
Insolation Ener,543620,,Electric Equipment,2200,4583.08,0,0.91,9.39,1756.54,1592.59
Kesar India,543542,,Construction,614.8,1519.35,0,0.85,14.91,2415.55,1919.14
Tirth Plastic,526675,,Trading,31.87,14.2,0,0.46,53.87,2097.93,2148.2
Ujaas Energy,533644,UEL,Electric Equipment,160.95,1694.82,0,1,0,2334.95,2249.64
Viceroy Hotels,523796,VHLTD,Hotels,74.25,468.95,0,1,0.46,3612.5,2505.26
Integra Switch,517423,,Electric Equipment,141.55,45.11,0,1,0,2487.75,2564.11
Cinerad Communic,530457,,Entertainment / Electronic Media Software,70.7,135.48,0,0.86,13.81,3299.04,3383.42
Archana Software,530565,,Trading,126.15,76.57,0,0.85,14.65,4946,3776.51
Ceenik Exports,531119,,Textiles - Products,697.3,233.59,0,0.9,9.59,7044.47,5097.22
Eraaya Lifespace,531035,,Finance & Investments,725,1096.43,0,0.96,4.08,5896.69,6073.18
Spright Agro,531205,,Miscellaneous,29.47,1480.18,0,0.8,19.81,4433.85,6734.09
Sri Adhik. Bros.,530943,SABTNL,Entertainment / Electronic Media Software,168.9,428.55,0,1,0,13412,10790
